"AFG","AGO","BEN","BFA","BOL","CIV","CMR","DJI","ETH","GHA","HND","IDN","IND","KEN","KGZ","KHM","LAO","LBR","LSO","MAR","MDG","MLI","MNG","MOZ","MRT","NER","NPL","PAK","PHL","RWA","SDN","SEN","SLE","SLV","STP","TCD","TGO","TUN","TZA","UGA","UZB","VNM","ZMB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
12.4292085583533,17.1273886442971,16.5826610482018,15.1120244095714,12.2204931840637,14.9712714895537,14.2830802952342,12.45588059782,14.4894100522155,18.33744784527,18.2500450378578,14.509211991116,15.0764239870345,19.7357855648947,13.3984663652517,13.4793536234651,14.6945620156977,11.8347039875807,16.5599511678412,13.6089342999695,14.7685096043215,17.29628798317,9.16184908204405,14.7288672594244,16.3178903860855,16.0232686305904,17.4478858444494,13.018266325564,13.9368446516656,15.7657882928998,17.7367200362338,11.4811887321574,17.2143782956055,13.4505971317534,14.1912770705826,15.6585258820443,13.9719061992126,16.7653744996218,19.0126448769548,14.0546588550745,17.4371803439797,15.1208076491329,14.2253371872591,17.5184015636565,13.3661019892455,18.0451282125871,13.6534792283182,11.9129052687359,15.8860281842407,13.597093072361,13.7833331453207,11.4228704333508,13.3234033832559,15.0797753713429,13.0145684849112,12.8290477795057,17.965113715581,13.0451638612019,13.1627876636408,14.3386775323819,13.0809847172271,11.3722991876069,12.5259988353557,15.4241466122501,12.9402807647435,15.5585676651898,15.1606920086092,15.7811717758477,14.5459580138299,16.5502039031346,15.496745402364,14.9334052171066,16.3314687992022,15.1566496729485,15.42672945898,18.7809547136026,16.7377496129986,14.2500829928299,12.5118738331487,12.9627065458331,16.3599502700909,11.4248686011003,15.0682901421764,16.5771926951033,14.8135984732303,16.8284108727619,13.3747749777531,16.4028917051352,13.8061941447778,20.7408454117599,16.4938497213562,14.4553685294977,17.0883053253099
13.2859267319709,18.0132011095131,17.4651001936999,15.9853563836931,13.0759188516791,15.8437318269089,15.151278889762,13.3127639426485,15.3588863793984,19.2307538110757,19.1428097466834,15.3788109452255,15.9495354993911,20.6377509785342,14.2611868352377,14.3425750017675,15.5653087818459,12.6877405889677,17.4422496784829,14.4729581289909,15.6397143036837,18.1831463867124,9.99833356780346,15.5998264667193,17.1986898935302,16.9022436419305,18.33568304393,13.8786323411404,14.8028991221728,16.6431688127796,18.6263058913312,12.3320361292701,18.1007294592611,14.3136404305144,15.0589071577867,16.5352421609198,14.8381777944084,17.6489451297239,19.9101321169916,14.9214429103839,18.3249112477997,15.9941940149826,15.0931781976181,18.4066354439069,14.2286220372434,18.9366239385813,14.5177789095016,12.7664261450625,16.7641533104142,14.4610435725353,14.6484369693121,12.273356684326,14.1856590127619,15.9529076377257,13.8749116009707,13.688242026556,18.8561139379833,13.9056964444132,14.0240486525633,15.207220422403,13.9417391272759,12.2224722674088,13.3833163994801,16.2994114570181,13.8001638412657,16.4346649355438,16.0343253652432,16.6586475606026,15.4157845240314,17.4324420521562,16.3724598276782,15.8056310610299,17.2123523933152,16.0302579967209,16.3020102984724,19.6770071722879,17.6211491712193,15.1180772458637,13.3691039257575,13.8227284978779,17.2410102406314,12.2753672260744,15.9413512842939,17.4595979768804,15.6850823932004,17.7123718664916,14.2373487347303,17.2842175979286,14.6714395394566,21.6490348320835,17.3757388873743,15.3246340486719,17.9738757603231
13.9361098123955,18.6707300227573,18.1217773988826,16.6397341770423,13.7257755954758,16.4978895462294,15.8043605887153,13.9629887261026,16.012290684951,19.8901747106699,19.8020939877417,16.0322462120716,16.6038576297501,21.2993582470894,14.9128853973336,14.9944000350214,16.2190338524605,13.3369941326127,18.0988913756645,15.124985767928,16.2935549949457,18.8409393822787,10.6434079729463,16.253605175249,17.8549531169192,17.5580462098909,18.9937130701176,14.5297364420026,15.455439464876,17.2985687977228,19.2847875238103,12.9807369346381,18.7583943850514,14.9654205015964,15.711845317938,17.1904744358723,15.4907729575445,18.3059080162649,20.5706087199483,15.5741674613179,18.9829245354172,16.6485855413536,15.7461696124167,19.0647757248474,14.880269996065,19.5955877822277,15.1698761965984,13.4158019602099,17.4197412962691,15.1130526971378,15.3007372893168,12.9219663062005,14.8372402102386,16.6072350081368,14.5260099200795,14.3390502750286,19.5149526750763,14.5568426008793,14.6753787195591,15.8603890503376,14.5929412913906,12.8710028186836,14.0336508162053,16.9542772685953,14.4511460079149,17.0897409209679,16.688779252748,17.3140715983687,16.0692772450693,18.0890685090158,17.0274391509909,16.4597295745938,17.8686368472128,16.6847055638375,16.956880148456,20.3371215164179,18.2780688649079,15.7711073519316,14.0194162573555,14.4737457283253,17.8973392266925,12.9239799721813,16.5956606969913,18.1162666320274,16.3389935830996,18.3694333134645,14.8890102541908,17.9406137250096,15.3237756037447,22.3122135605389,18.0322772317327,15.9779851286499,18.6313435648992
5.77457021362069,10.5464900108325,9.99321270933617,8.4994938731039,5.56257897268578,8.35653178283467,7.65753916774413,5.80166088082264,7.86710734820598,11.7755415480856,11.6867669205931,7.88722008601802,8.46333468848658,13.1958267064661,6.75904088795231,6.84119770223993,8.07547924925467,5.17073466902539,9.97014638882428,6.97281219641344,8.15058747321696,10.7180402886337,2.45592829602898,8.11032292674108,9.72428637165625,9.42504041641013,10.8720175356146,6.37287346501451,7.30586922495328,9.1635188275518,11.1653850891512,4.81167085812167,10.63484499758,6.81198986652754,7.56429505680145,9.05457289263766,7.34148107673407,10.1787939173994,12.46133605225,7.42553256679103,10.8611440082708,8.5084149689284,7.59888975987593,10.9436400256731,6.72616854083845,11.4786338483389,7.01805627424015,5.25016334883023,9.28564592941005,6.96078511626441,7.14994829752458,4.75243723158455,6.68279976409779,8.46673867403777,6.36911758535581,6.18068506239532,11.3973634935754,6.40019316763535,6.51966312008788,7.71400902453176,6.43657624552778,4.70107225103451,5.87287965058483,8.81651495166329,6.29366389135657,8.95304579380874,8.54892532849362,9.17914376007598,7.92454285143986,9.96024613711588,8.89025320721348,8.31807118493692,9.73807790309625,8.54481954684773,8.81913833714827,12.226009424259,10.1507354477449,7.62402396021335,5.85853295113229,6.31644165355215,9.76700640142993,4.75446676133171,8.45507317986077,9.98765852837004,8.19638402895634,10.2428196702289,6.7349776551771,9.8106218185191,7.17316810900435,14.2166613473066,9.90300745516571,7.83253153092931,10.5067932643894
10.7257801687285,15.5164542154693,14.9610024640635,13.461413123512,10.5129557753519,13.317889174111,12.6161494294626,10.7529773056857,12.8265412394314,16.7503360810165,16.6612125579879,12.8467330228519,13.4251118287168,18.1762031400565,11.7141199375682,11.7965996385474,13.0357320684574,10.1195714739213,14.9378454899889,11.928731394362,13.111135477258,15.6886787076021,7.39409556784268,13.0707126860119,14.6910192117966,14.3905971820241,15.8432611046766,11.3264348277208,12.2630973792309,14.12804778018,16.1377816298758,9.75909649673806,15.6051564485116,11.7672770123392,12.5225388573475,14.0186736739354,12.2988491901022,15.1473130297924,17.4388258444903,12.3832310131665,15.8323448429924,13.4703692803736,12.5572695219891,15.9151650801975,11.6811183979644,16.4522614963839,11.9741532871481,10.1993123185035,14.2506548570253,11.9166570462638,12.1065636627982,9.69963007454221,11.6375791764352,13.4285291923626,11.3226641869791,11.1334911003241,16.3706717388271,11.3538619002351,11.4738013847407,12.6728412199436,11.3903879682343,9.64806322310934,10.8244759742383,13.7796801350849,11.2469139504005,13.916747560742,13.5110388507856,14.1437341206691,12.8842024714716,14.9279063290367,13.8537081913239,13.2792774211895,14.7048649457029,13.5069169328975,13.7823138308073,17.2025743530293,15.1191442867964,12.582502502919,10.8100728904388,11.2697812320881,14.733907136701,9.70166758059847,13.4168178513151,14.9554264544624,13.157112019265,15.2115904119443,11.6899621332388,14.7776939679066,12.1298747310796,19.2010497904017,14.8704426918128,12.7918295348112,15.4766014557821
10.0156392960287,14.6195150378483,14.0857215008432,12.6446042550658,9.81111336661377,12.5066766017605,11.8322991434037,10.0417759602773,12.034487340877,15.8052852934824,15.7196368812353,12.0538918048348,12.6097184229525,17.1755548422194,10.9654416499443,11.0447052965263,12.2355213861423,9.43306793398804,14.0634674651572,11.1716849614719,12.3079846598363,14.7850241402713,6.81386397928659,12.2691380369563,13.8262654548501,13.53755750234,14.9335790494678,10.5928731856162,11.4930133239547,13.2852454455426,15.2166156092929,9.08664862288587,14.7047585870784,11.0165260202556,11.7423386414088,13.1801360622679,11.5273710976605,14.2647674316736,16.4669294148779,11.6084626986474,14.9230884354396,12.6532111928188,11.7757150854918,15.0026793400347,10.9337269087321,15.5188332543635,11.2153357605673,9.50969951785747,13.4030718184821,11.160081417218,11.3425831813839,9.0295009196756,10.8918853716414,12.6130025365107,10.5892495699678,10.4074527338319,15.4404248504663,10.6192308197582,10.7344936153093,11.8867804035373,10.6543326607027,8.97994476660038,10.1104867476342,12.9504613765702,10.5164529920293,13.0821842593669,12.6922949724338,13.3003201431219,12.0899002420352,14.0539158526794,13.021602925548,12.4695704010694,13.83957131491,12.6883337766627,12.9529923790407,16.2398898584619,14.2376970463183,11.7999641802253,10.0966452699079,10.5384286310345,13.8674810907205,9.03145897915005,12.6017478449106,14.080362911407,12.3521684812305,14.3265385055454,10.9422258084483,13.9095605826733,11.3649853028244,18.1604405987069,13.9986928417063,12.0011291175249,14.5812162198159
11.0680553010357,15.7665986877196,15.2218289689438,13.7510786089639,10.8593237872095,13.6103148048083,12.9220703940591,11.0947294029972,13.1284161061022,16.976751460117,16.8893418940229,13.1482195762465,13.7154754335185,18.3751973103623,12.0373880586751,12.1182815717361,13.3335839335697,10.4735047584301,15.1991173324742,12.2478722684515,13.4075372404107,15.9355110872359,7.80044316644308,13.3678918300514,14.957037832649,14.6623932946509,16.0871206712705,11.6571586188892,12.5758079767903,14.4048930465278,16.3759771980173,10.1199621663889,15.8535950657613,12.0895228563432,12.8302600704504,14.2976223412876,12.6108722355756,15.4045565492245,17.6520007034192,12.6936312905327,16.0764143429662,13.7598625277156,12.8643228209266,16.1576418433152,12.0050211799973,16.6844092229496,12.2924206413692,10.5517120867318,14.5251422357758,12.2360301251849,12.4222845997118,10.0616393579465,11.9623192722111,13.7188270769827,11.6534604922899,11.4679254409444,16.6043885385847,11.684058234459,11.801691132508,12.9776719304285,11.7198818604384,10.0110642016307,11.164853062634,14.0632249474198,11.5791670276034,14.1976563948669,13.7997499713685,14.4202777190493,13.1849684404558,15.1893693140313,14.1358293514509,13.5724456042392,14.9706172957568,13.7957073231222,14.0658079938759,17.4202926239364,15.3769295264248,12.8890705400404,11.1507269681693,11.6015945428332,14.9991009690599,10.0636376802102,13.7073409596867,15.2163601929886,13.4526295959502,15.4675977968395,12.0136948391695,15.0420457246783,12.4451473669637,19.3803348764675,15.1330107744983,13.0943719510225,15.7275123464986
8.76436101541668,13.3804044117196,12.8452001035105,11.4002741066503,8.55929454125602,11.2619819222144,10.585822141231,8.79056675665988,10.7885447050221,14.5693085579226,14.4834337841606,10.8080004533381,11.3652960742311,15.9431996132669,9.71667361667995,9.79614675038081,10.9901100662783,8.18024996650284,12.822887252289,9.92346201184903,11.0627648542804,13.5463509407122,5.55412367711434,11.0238155630593,12.585058337116,12.295587353888,13.6952984679784,9.34312048538865,10.2456396180364,12.0426084576489,13.9790830695099,7.83291509843948,13.4658732524459,9.76789299866452,10.4956238812325,11.9372212791577,10.2800881964343,13.0247192376038,15.2327013488113,10.361394115669,13.6847801281439,11.4089037918123,10.5290885364363,13.7645813847731,9.68487505608708,14.2820994502742,9.96722817631723,8.25708408117182,12.1607462357339,9.91182780040835,10.0948119013125,7.77561635867953,9.64292293535018,11.3685888674239,9.33948729283039,9.15720998302131,14.2034838195923,9.36954778053003,9.48511520590825,10.6404473907306,9.40474239267348,7.72592923288003,8.85945914082058,11.7069395826769,9.26649831968893,11.8390105979202,11.4480908665536,12.0577229963798,10.8441040577947,12.8133103957067,11.7782691527561,11.2247776529709,12.5983993634396,11.4441192016769,11.709477274373,15.0050617460361,12.9975773075079,10.5534017194778,8.84558108123849,9.28853203845071,12.6263829024287,7.77757959313969,11.3573044306251,12.8398273517753,11.1070654497803,13.0866535672031,9.69339641767701,12.6685736069223,10.1172732296666,16.93068833957,12.7579414349828,10.755098318705,13.3420043731481
7.05278992955867,11.7833761628275,11.2348912559421,9.75411076017945,6.84263492097571,9.6123869834089,8.9194489243837,7.07964594197333,9.12720186063449,13.0017818630877,12.9137761864364,9.14714038530596,9.71826478031682,14.409764751123,8.02873328505497,8.11017847088255,9.3337688794425,6.45418470654341,11.2120247320056,8.24065294251965,9.40822652864459,11.9534405010744,3.76289352818135,9.36831074687498,10.9682943128134,10.6716403755289,12.1060840231281,7.6459107791625,8.57082508728718,10.4123840425371,12.3969104764266,6.09823104577178,11.8709658335912,8.08122362851379,8.82701247819351,10.3043817789248,8.60612847521792,11.4188649909009,13.6816361309963,8.6894519254531,12.0953046804431,9.76295458297749,8.86130752778839,12.1770861312652,7.99614567266405,12.7074459277281,8.28550512377992,6.53292538852868,10.53345330005,8.22873003890911,8.41625472061762,6.03951049091106,7.95315254894833,9.72163928111964,7.64218743229954,7.45538708005183,12.6268795230619,7.6729938431299,7.79142896701681,8.97542964880206,7.70906177694187,5.98859042515386,7.15024782677118,10.0683858556589,7.56738730546366,10.2037340906915,9.80311404864495,10.4278736345327,9.18413986723255,11.2022102346067,10.1414854028841,9.57425952471928,10.9819663843356,9.79904383058676,10.0709865178216,13.4483478625417,11.3910495589752,8.8862240199243,7.13602539600805,7.58996777052723,11.0106443088988,6.04152244121407,9.71007483148445,11.2293851843541,9.45362640234709,11.4823361634649,8.00487848394099,11.053881936606,8.43927340600908,15.4217570945873,11.1454673444596,9.09292553325183,11.7440232629026
9.05729356736964,13.7822183335712,13.2343898419975,11.755381513488,8.84739006792348,11.6138273487815,10.9217185835916,9.08411743906804,11.1292228854557,14.9991658712683,14.9112655179777,11.1491375481162,11.7195784333474,16.4054637147111,10.0320689341867,10.1134166481123,11.3355426891583,8.45940474261652,13.2115506842406,10.2437349706195,11.4099112289968,13.9520791423604,5.77133444547795,11.3700432176034,12.9681119565372,12.6718130485056,14.1045399838265,9.6497045822952,10.5735119722416,12.412866988093,14.3950183820835,8.10387707977169,13.8697031788414,10.0844964582958,10.8293927634148,12.3049939793401,10.608773109813,13.4181434010225,15.6782065037502,10.6919968402786,14.0937735416343,11.7642147521832,10.8636467694087,14.1754571181195,9.99952032197149,14.7051821910253,10.2885334737235,8.53805118939374,12.5337913524404,10.2318263360917,10.4191265921672,8.0452268004479,9.95657865153069,11.722948895618,9.6459856914562,9.45940889797907,14.624712206554,9.67675523381577,9.79504861701338,10.977632311445,9.71278000227584,7.99436767476475,9.15463482900079,12.0692804910795,9.57127508385405,12.2044667441637,11.8043261558386,12.4283380424676,11.1860927498335,13.2017479326277,12.1422925542892,11.5757455202402,12.981767665609,11.8002608089326,12.0718780408238,15.445197429836,13.3903612580263,10.8885334420058,9.14042941934655,9.59382852508739,13.0104112690295,8.0472363428907,11.7113982860752,13.2288903599613,11.4552567690761,13.4815386126092,10.0082426820018,13.0535971508445,10.4421177292755,17.4162449268182,13.1450729511896,11.0949875792677,13.7429125303772
